,income_group,region_group,literacy_1524_m,Sex,Location,Wealth,year,Completed_UpSec,Completed_LowSec,Completed_Prim
12710,Lower middle income countries,Eastern and South-eastern Asia,0.8174,Female,Urban,Quintile 4,2010.0,12.07,33.22,74.11999999999999
12711,Lower middle income countries,Eastern and South-eastern Asia,0.9376,Female,Urban,Quintile 5,2010.0,47.19,59.36,86.04
12712,Lower middle income countries,Eastern and South-eastern Asia,0.5241,Male,Rural,Quintile 1,2010.0,1.01,12.06,41.730000000000004
12713,Lower middle income countries,Eastern and South-eastern Asia,0.6586,Male,Rural,Quintile 2,2010.0,4.73,23.200000000000003,58.809999999999995
12714,Lower middle income countries,Eastern and South-eastern Asia,0.7621,Male,Rural,Quintile 3,2010.0,9.92,33.339999999999996,74.25
12715,Lower middle income countries,Eastern and South-eastern Asia,0.9049,Male,Rural,Quintile 4,2010.0,20.62,51.78,83.1
12716,Lower middle income countries,Eastern and South-eastern Asia,0.9451,Male,Rural,Quintile 5,2010.0,34.29,68.21000000000001,85.49
12717,Lower middle income countries,Eastern and South-eastern Asia,0.7131,Male,Urban,Quintile 2,2010.0,,,41.89
12718,Lower middle income countries,Eastern and South-eastern Asia,0.6786,Male,Urban,Quintile 3,2010.0,8.91,16.919999999999998,52.89
12719,Lower middle income countries,Eastern and South-eastern Asia,0.8049,Male,Urban,Quintile 4,2010.0,15.010000000000002,45.43,69.33
12720,Lower middle income countries,Eastern and South-eastern Asia,0.9612,Male,Urban,Quintile 5,2010.0,51.55,70.21,92.85
12721,Lower middle income countries,Eastern and South-eastern Asia,0.4975,,Rural,Quintile 1,2010.0,0.6799999999999999,11.75,43.41
12722,Lower middle income countries,Eastern and South-eastern Asia,0.6441,,Rural,Quintile 2,2010.0,3.63,18.08,61.129999999999995
12723,Lower middle income countries,Eastern and South-eastern Asia,0.7542,,Rural,Quintile 3,2010.0,8.06,31.66,73.14
12724,Lower middle income countries,Eastern and South-eastern Asia,0.8908,,Rural,Quintile 4,2010.0,18.13,46.949999999999996,85.28999999999999
12725,Lower middle income countries,Eastern and South-eastern Asia,0.9493,,Rural,Quintile 5,2010.0,31.6,61.33,89.46
12726,Lower middle income countries,Eastern and South-eastern Asia,0.4891,,Urban,Quintile 1,2010.0,,,41.760000000000005
12727,Lower middle income countries,Eastern and South-eastern Asia,0.6544,,Urban,Quintile 2,2010.0,0.0,8.33,46.56
12728,Lower middle income countries,Eastern and South-eastern Asia,0.6829,,Urban,Quintile 3,2010.0,4.34,19.98,60.809999999999995
12729,Lower middle income countries,Eastern and South-eastern Asia,0.8105,,Urban,Quintile 4,2010.0,13.71,38.62,71.84
12730,Lower middle income countries,Eastern and South-eastern Asia,0.9505,,Urban,Quintile 5,2010.0,49.4,64.44,89.4
12731,Lower middle income countries,Eastern and South-eastern Asia,0.7581,,,,2010.0,11.17,29.7,72.69
12732,Lower middle income countries,Eastern and South-eastern Asia,0.7537,,,,2010.0,8.63,22.67,65.78
12733,Lower middle income countries,Eastern and South-eastern Asia,0.8315,,,,2010.0,13.209999999999999,34.17,77.41
12734,Lower middle income countries,Eastern and South-eastern Asia,0.6957,,,,2010.0,8.260000000000002,31.34,59.870000000000005
12735,Lower middle income countries,Eastern and South-eastern Asia,0.8508,,,,2010.0,19.23,37.28,77.9
12736,Lower middle income countries,Eastern and South-eastern Asia,0.6974,,,,2010.0,14.57,28.96,61.22
12737,Lower middle income countries,Eastern and South-eastern Asia,0.9414,,,,2010.0,49.39,61.550000000000004,85.65
12738,Lower middle income countries,Eastern and South-eastern Asia,0.7371,,,,2010.0,8.95,37.54,76.41
12739,Lower middle income countries,Eastern and South-eastern Asia,0.6966,,,,2010.0,10.43,29.26,59.730000000000004
12740,Lower middle income countries,Eastern and South-eastern Asia,0.6692,,,,2010.0,13.3,28.16,57.220000000000006
12741,Lower middle income countries,Eastern and South-eastern Asia,0.756,,,,2010.0,8.44,34.06,69.3
12742,Lower middle income countries,Eastern and South-eastern Asia,0.8507,,,,2010.0,11.86,39.0,80.46
12743,Lower middle income countries,Eastern and South-eastern Asia,0.7961,,,,2010.0,13.61,34.38,69.36
12744,Lower middle income countries,Eastern and South-eastern Asia,0.6718,,,,2010.0,,,
12745,Lower middle income countries,Eastern and South-eastern Asia,0.7802,Female,,,2010.0,15.47,33.660000000000004,72.17
12746,Lower middle income countries,Eastern and South-eastern Asia,0.806,Male,,,2010.0,18.45,39.550000000000004,70.03
12747,Lower middle income countries,Eastern and South-eastern Asia,0.7665,Female,,,2010.0,11.37,23.43,72.81
12748,Lower middle income countries,Eastern and South-eastern Asia,0.7243,Female,,,2010.0,7.1,22.439999999999998,69.23
12749,Lower middle income countries,Eastern and South-eastern Asia,0.788,Female,,,2010.0,10.040000000000001,28.33,75.16000000000001
12750,Lower middle income countries,Eastern and South-eastern Asia,0.6345,Female,,,2010.0,8.01,34.43,61.919999999999995
12751,Lower middle income countries,Eastern and South-eastern Asia,0.8596,Female,,,2010.0,19.37,32.98,78.36
12752,Lower middle income countries,Eastern and South-eastern Asia,0.6836,Female,,,2010.0,12.61,31.819999999999997,59.440000000000005
12753,Lower middle income countries,Eastern and South-eastern Asia,0.9347,Female,,,2010.0,47.72,55.559999999999995,82.06
12754,Lower middle income countries,Eastern and South-eastern Asia,0.7157,Female,,,2010.0,6.41,29.45,78.89
12755,Lower middle income countries,Eastern and South-eastern Asia,0.6874,Female,,,2010.0,13.18,28.749999999999996,65.13
12756,Lower middle income countries,Eastern and South-eastern Asia,0.6782,Female,,,2010.0,12.43,26.619999999999997,63.129999999999995
12757,Lower middle income countries,Eastern and South-eastern Asia,0.701,Female,,,2010.0,5.6899999999999995,28.110000000000003,72.02
12758,Lower middle income countries,Eastern and South-eastern Asia,0.8176,Female,,,2010.0,13.0,33.08,80.81
12759,Lower middle income countries,Eastern and South-eastern Asia,0.7517,Male,,,2010.0,11.0,35.089999999999996,72.59
12760,Lower middle income countries,Eastern and South-eastern Asia,0.7767,Male,,,2010.0,10.42,22.869999999999997,63.27
12761,Lower middle income countries,Eastern and South-eastern Asia,0.8655,Male,,,2010.0,16.49,40.79,79.79
12762,Lower middle income countries,Eastern and South-eastern Asia,0.7482,Male,,,2010.0,8.5,28.999999999999996,58.040000000000006
12763,Lower middle income countries,Eastern and South-eastern Asia,0.8432,Male,,,2010.0,19.06,42.18,77.42999999999999
12764,Lower middle income countries,Eastern and South-eastern Asia,0.7104,Male,,,2010.0,16.28,25.869999999999997,63.28
12765,Lower middle income countries,Eastern and South-eastern Asia,0.9469,Male,,,2010.0,51.05,68.27,89.42
12766,Lower middle income countries,Eastern and South-eastern Asia,0.7513,Male,,,2010.0,11.37,45.1,74.18
12767,Lower middle income countries,Eastern and South-eastern Asia,0.7041,Male,,,2010.0,7.9,29.67,55.28999999999999
12768,Lower middle income countries,Eastern and South-eastern Asia,0.6602,Male,,,2010.0,14.08,29.7,51.300000000000004
12769,Lower middle income countries,Eastern and South-eastern Asia,0.7985,Male,,,2010.0,10.82,39.019999999999996,66.79
12770,Lower middle income countries,Eastern and South-eastern Asia,0.8738,Male,,,2010.0,10.74,42.94,80.16
12771,Lower middle income countries,Eastern and South-eastern Asia,0.7801,Female,,,2010.0,11.65,30.53,70.22
12772,Lower middle income countries,Eastern and South-eastern Asia,0.7359,Female,,,2010.0,,,
12773,Lower middle income countries,Eastern and South-eastern Asia,0.8093,Male,,,2010.0,15.72,38.25,68.46
12774,Lower middle income countries,Eastern and South-eastern Asia,0.6081,Male,,,2010.0,,,
12775,Lower middle income countries,Eastern and South-eastern Asia,0.4686,Female,,Quintile 1,2010.0,0.37,11.469999999999999,45.37
12776,Lower middle income countries,Eastern and South-eastern Asia,0.6249,Female,,Quintile 2,2010.0,2.32,12.479999999999999,63.28
12777,Lower middle income countries,Eastern and South-eastern Asia,0.7402,Female,,Quintile 3,2010.0,5.47,29.580000000000002,71.39
12778,Lower middle income countries,Eastern and South-eastern Asia,0.8646,Female,,Quintile 4,2010.0,15.379999999999999,40.43,85.68
12779,Lower middle income countries,Eastern and South-eastern Asia,0.9424,Female,,Quintile 5,2010.0,42.03,57.65,88.88000000000001
12780,Lower middle income countries,Eastern and South-eastern Asia,0.5226,Male,,Quintile 1,2010.0,0.9900000000000001,11.93,41.54
12781,Lower middle income countries,Eastern and South-eastern Asia,0.6597,Male,,Quintile 2,2010.0,4.64,22.71,58.330000000000005
12782,Lower middle income countries,Eastern and South-eastern Asia,0.758,Male,,Quintile 3,2010.0,9.86,32.300000000000004,73.39
12783,Lower middle income countries,Eastern and South-eastern Asia,0.8881,Male,,Quintile 4,2010.0,19.470000000000002,50.94,81.37
12784,Lower middle income countries,Eastern and South-eastern Asia,0.9565,Male,,Quintile 5,2010.0,47.07,69.48,90.01
12785,Lower middle income countries,Eastern and South-eastern Asia,0.5152,Female,,Quintile 1,2010.0,,,
12786,Lower middle income countries,Eastern and South-eastern Asia,0.5051,Female,,Quintile 1,2010.0,,,49.55
12787,Lower middle income countries,Eastern and South-eastern Asia,0.4487,Female,,Quintile 1,2010.0,,,
12788,Lower middle income countries,Eastern and South-eastern Asia,0.2976,Female,,Quintile 1,2010.0,,,39.97
12789,Lower middle income countries,Eastern and South-eastern Asia,0.3391,Female,,Quintile 1,2010.0,,,36.27
12790,Lower middle income countries,Eastern and South-eastern Asia,0.5365,Female,,Quintile 1,2010.0,,,
12791,Lower middle income countries,Eastern and South-eastern Asia,0.3775,Female,,Quintile 1,2010.0,,,
12792,Lower middle income countries,Eastern and South-eastern Asia,0.5192,Female,,Quintile 1,2010.0,,,
12793,Lower middle income countries,Eastern and South-eastern Asia,0.4431,Female,,Quintile 1,2010.0,,,
12794,Lower middle income countries,Eastern and South-eastern Asia,0.5873,Female,,Quintile 1,2010.0,,,
12795,Lower middle income countries,Eastern and South-eastern Asia,0.6666,Female,,Quintile 2,2010.0,,,
12796,Lower middle income countries,Eastern and South-eastern Asia,0.6393,Female,,Quintile 2,2010.0,0.0,,74.42999999999999
12797,Lower middle income countries,Eastern and South-eastern Asia,0.6132,Female,,Quintile 2,2010.0,,,
12798,Lower middle income countries,Eastern and South-eastern Asia,0.5376,Female,,Quintile 2,2010.0,,,
12799,Lower middle income countries,Eastern and South-eastern Asia,0.7548,Female,,Quintile 2,2010.0,,,
12800,Lower middle income countries,Eastern and South-eastern Asia,0.5762,Female,,Quintile 2,2010.0,,,
12801,Lower middle income countries,Eastern and South-eastern Asia,0.6018,Female,,Quintile 2,2010.0,,,
12802,Lower middle income countries,Eastern and South-eastern Asia,0.6063,Female,,Quintile 2,2010.0,,,
12803,Lower middle income countries,Eastern and South-eastern Asia,0.5634,Female,,Quintile 2,2010.0,,,
12804,Lower middle income countries,Eastern and South-eastern Asia,0.6124,Female,,Quintile 2,2010.0,,,
12805,Lower middle income countries,Eastern and South-eastern Asia,0.7651,Female,,Quintile 2,2010.0,,,73.33
12806,Lower middle income countries,Eastern and South-eastern Asia,0.8331,Female,,Quintile 3,2010.0,,,
12807,Lower middle income countries,Eastern and South-eastern Asia,0.7839,Female,,Quintile 3,2010.0,,,
12808,Lower middle income countries,Eastern and South-eastern Asia,0.7804,Female,,Quintile 3,2010.0,0.0,20.119999999999997,75.56
12809,Lower middle income countries,Eastern and South-eastern Asia,0.6617,Female,,Quintile 3,2010.0,,,57.24
12810,Lower middle income countries,Eastern and South-eastern Asia,0.7952,Female,,Quintile 3,2010.0,,,
12811,Lower middle income countries,Eastern and South-eastern Asia,0.7301,Female,,Quintile 3,2010.0,,,
12812,Lower middle income countries,Eastern and South-eastern Asia,0.7728,Female,,Quintile 3,2010.0,,,91.75
12813,Lower middle income countries,Eastern and South-eastern Asia,0.6803,Female,,Quintile 3,2010.0,,26.61,
12814,Lower middle income countries,Eastern and South-eastern Asia,0.6297,Female,,Quintile 3,2010.0,,,55.87
12815,Lower middle income countries,Eastern and South-eastern Asia,0.6807,Female,,Quintile 3,2010.0,,,
12816,Lower middle income countries,Eastern and South-eastern Asia,0.7536,Female,,Quintile 3,2010.0,,,
12817,Lower middle income countries,Eastern and South-eastern Asia,0.8674,Female,,Quintile 4,2010.0,,,89.73
12818,Lower middle income countries,Eastern and South-eastern Asia,0.9122,Female,,Quintile 4,2010.0,,38.43,78.69
12819,Lower middle income countries,Eastern and South-eastern Asia,0.898,Female,,Quintile 4,2010.0,,39.300000000000004,98.92
12820,Lower middle income countries,Eastern and South-eastern Asia,0.8983,Female,,Quintile 4,2010.0,,,
12821,Lower middle income countries,Eastern and South-eastern Asia,0.9034,Female,,Quintile 4,2010.0,10.61,39.58,86.03
12822,Lower middle income countries,Eastern and South-eastern Asia,0.8975,Female,,Quintile 4,2010.0,,,
12823,Lower middle income countries,Eastern and South-eastern Asia,0.828,Female,,Quintile 4,2010.0,,21.61,
12824,Lower middle income countries,Eastern and South-eastern Asia,0.8093,Female,,Quintile 4,2010.0,7.93,,
12825,Lower middle income countries,Eastern and South-eastern Asia,0.7673,Female,,Quintile 4,2010.0,,,
12826,Lower middle income countries,Eastern and South-eastern Asia,0.7728,Female,,Quintile 4,2010.0,,,92.15
12827,Lower middle income countries,Eastern and South-eastern Asia,0.8694,Female,,Quintile 4,2010.0,,,
12828,Lower middle income countries,Eastern and South-eastern Asia,0.9647,Female,,Quintile 4,2010.0,,,
12829,Lower middle income countries,Eastern and South-eastern Asia,0.9962,Female,,Quintile 5,2010.0,,,
12830,Lower middle income countries,Eastern and South-eastern Asia,0.9551,Female,,Quintile 5,2010.0,,,
12831,Lower middle income countries,Eastern and South-eastern Asia,0.9339,Female,,Quintile 5,2010.0,30.349999999999998,59.29,88.07000000000001
12832,Lower middle income countries,Eastern and South-eastern Asia,0.949,Female,,Quintile 5,2010.0,,,
12833,Lower middle income countries,Eastern and South-eastern Asia,0.9718,Female,,Quintile 5,2010.0,42.69,46.989999999999995,89.82
12834,Lower middle income countries,Eastern and South-eastern Asia,0.9657,Female,,Quintile 5,2010.0,,,87.08
12835,Lower middle income countries,Eastern and South-eastern Asia,0.9431,Female,,Quintile 5,2010.0,51.7,60.309999999999995,85.42999999999999
12836,Lower middle income countries,Eastern and South-eastern Asia,0.8968,Female,,Quintile 5,2010.0,,,
12837,Lower middle income countries,Eastern and South-eastern Asia,0.9811,Female,,Quintile 5,2010.0,,,
12838,Lower middle income countries,Eastern and South-eastern Asia,0.9028,Female,,Quintile 5,2010.0,,35.02,
12839,Lower middle income countries,Eastern and South-eastern Asia,0.9573,Female,,Quintile 5,2010.0,,,89.73
12840,Lower middle income countries,Eastern and South-eastern Asia,0.9723,Female,,Quintile 5,2010.0,,,
12841,Lower middle income countries,Eastern and South-eastern Asia,0.5526,Male,,Quintile 1,2010.0,,2.92,33.32
12842,Lower middle income countries,Eastern and South-eastern Asia,0.616,Male,,Quintile 1,2010.0,,,
12843,Lower middle income countries,Eastern and South-eastern Asia,0.3951,Male,,Quintile 1,2010.0,,,42.21
12844,Lower middle income countries,Eastern and South-eastern Asia,0.2977,Male,,Quintile 1,2010.0,,2.92,
12845,Lower middle income countries,Eastern and South-eastern Asia,0.4441,Male,,Quintile 1,2010.0,,9.879999999999999,27.74
12846,Lower middle income countries,Eastern and South-eastern Asia,0.7046,Male,,Quintile 1,2010.0,,,
12847,Lower middle income countries,Eastern and South-eastern Asia,0.7675,Male,,Quintile 2,2010.0,,25.290000000000003,70.6
12848,Lower middle income countries,Eastern and South-eastern Asia,0.588,Male,,Quintile 2,2010.0,,,43.26
12849,Lower middle income countries,Eastern and South-eastern Asia,0.5373,Male,,Quintile 2,2010.0,,,
12850,Lower middle income countries,Eastern and South-eastern Asia,0.5761,Male,,Quintile 2,2010.0,,,
12851,Lower middle income countries,Eastern and South-eastern Asia,0.6177,Male,,Quintile 2,2010.0,3.75,,
12852,Lower middle income countries,Eastern and South-eastern Asia,0.7438,Male,,Quintile 2,2010.0,,,
12853,Lower middle income countries,Eastern and South-eastern Asia,0.765,Male,,Quintile 2,2010.0,,,70.30999999999999
12854,Lower middle income countries,Eastern and South-eastern Asia,0.911,Male,,Quintile 2,2010.0,,38.59,67.17
12855,Lower middle income countries,Eastern and South-eastern Asia,0.7382,Male,,Quintile 3,2010.0,3.44,41.949999999999996,70.19999999999999
12856,Lower middle income countries,Eastern and South-eastern Asia,0.7453,Male,,Quintile 3,2010.0,13.43,,70.44
12857,Lower middle income countries,Eastern and South-eastern Asia,0.8671,Male,,Quintile 3,2010.0,6.72,39.11,83.52000000000001
12858,Lower middle income countries,Eastern and South-eastern Asia,0.8098,Male,,Quintile 3,2010.0,,,78.41
